Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
9448-REEVD,1,-0.3342783996934951,0,1,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-0.6680733512070144,-0.9876424538674582,1,False,False,False,False,True,False,False
3261-CQXOL,0,-0.19472451067398325,0,1,1,1.5718292524118322,1,2,0,0,0,0,0,0,0,-1.3079518860712882,-0.20733624371779583,0,False,True,False,True,False,False,False
8388-FYNPZ,1,-0.055170621654471404,0,0,0,-1.1580161531009565,1,0,2,0,2,0,0,0,0,-0.2675260086036639,-0.899206426488101,0,False,False,False,False,False,True,False
4002-BQWPQ,1,0.08438326736504045,0,0,0,-0.3023929662984406,1,2,2,2,2,2,0,2,0,0.5634850756356528,-0.11228240436193415,0,False,False,False,False,False,False,False
5651-YLPRD,0,-1.45070951184959,0,1,1,-0.01718523736426863,1,0,0,2,0,0,2,0,1,0.7080810042932936,0.1943208245095259,0,True,False,False,False,False,True,False
2826-DXLQO,1,-1.311155622830078,1,1,0,-1.0357842692720256,0,0,2,0,0,0,0,0,0,-1.1633559574136474,-0.9101037568760788,0,False,False,False,False,False,False,False
4378-BZYFP,1,-1.1716017338105662,0,0,0,-0.6283446565089229,1,0,1,1,1,1,1,1,1,-1.472492080750673,-0.8459771588237487,0,False,True,True,False,False,False,True
9489-UTFKA,1,-1.0320478447910544,1,1,0,-0.9950403079957154,1,0,2,0,0,0,2,0,0,-0.1295781686199374,-0.7638501121953261,0,False,False,False,False,False,False,False
4849-PYRLQ,0,-0.8924939557715426,1,0,0,0.9606698332671781,1,2,2,0,2,2,0,2,0,0.28094130699428504,0.7812986874522325,0,False,False,False,True,False,False,False
9117-SHLZX,1,-0.7529400667520307,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-0.6348329078374417,-0.9872012664023578,1,False,False,False,False,False,False,True
9889-TMAHG,1,-0.6133861777325188,1,0,0,-0.9950403079957154,1,0,2,0,0,2,2,2,0,1.1800953001412255,-0.6401411469811994,1,True,False,False,False,True,False,False
4541-RMRLG,1,-0.473832288713007,0,0,0,-1.0357842692720256,1,0,1,1,1,1,1,1,0,-1.5140426349626388,-0.9578181812266771,1,False,True,False,False,False,True,False
7764-BDPEE,1,-0.3342783996934951,0,0,1,-1.1987601143772668,1,0,1,1,1,1,1,1,0,-1.4608579255713225,-0.9806055137991081,0,False,True,False,False,False,False,True
3429-IFLEM,0,-0.19472451067398325,0,0,0,1.5718292524118322,1,0,2,2,2,2,2,0,0,0.4172271248095328,1.4412710164957856,0,False,False,False,True,True,False,False
3158-MOERK,0,-0.055170621654471404,0,0,0,-1.2395040756535771,1,2,0,0,0,0,2,2,1,1.0371613936520632,-0.9302439646579077,1,True,False,False,False,False,True,False
7294-TMAOP,0,0.08438326736504045,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,2,0,0.856000977287892,-0.9674140085926088,1,True,False,False,False,False,True,False
5002-GCQFH,1,0.2239371563845523,0,1,0,0.6754621043330061,1,2,2,2,0,0,2,0,1,0.9656944404074818,1.0808208575088327,0,True,False,False,False,False,False,False
0556-FJEGU,1,0.3634910454040642,0,0,0,1.0421577558197987,1,0,0,2,2,2,2,0,0,0.17623391038013098,0.7789824532604559,0,False,False,False,True,False,False,False
8919-FYFQZ,1,-1.45070951184959,1,1,0,0.4717422979514547,0,0,0,2,0,0,0,0,1,-1.1450737135603821,-0.4074809372605511,1,False,False,False,False,False,True,False
0604-THJFP,0,-1.45070951184959,0,1,1,1.082901717096109,1,0,0,2,0,2,2,2,1,0.37069050409213133,0.9966643485409488,0,False,False,False,True,True,False,False
2834-JRTUA,1,-1.45070951184959,0,0,0,1.5718292524118322,1,2,2,0,2,2,2,2,1,1.4377087362554137,2.3157266316978538,1,True,False,False,True,False,True,False
5875-YPQFJ,1,-1.45070951184959,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.16958582170621683,-0.9765245297469303,1,True,False,False,False,False,True,False
5879-SESNB,0,-1.45070951184959,0,0,0,-0.8728084241667845,1,2,0,0,0,0,0,0,0,0.3474221937334304,-0.6153022926960519,0,True,False,False,False,False,True,False
6646-QVXLR,1,-1.45070951184959,1,1,0,1.2051336009250397,1,2,0,2,2,0,2,2,1,1.2947748297662514,1.8088904717906187,1,True,False,True,False,False,True,False
6461-PPAXN,0,-1.45070951184959,0,1,1,0.10504664646466222,1,0,2,0,0,2,0,0,1,-0.3273588066688946,-0.16204835042524904,0,False,False,True,False,False,False,False
3318-ISQFQ,0,-1.311155622830078,0,0,0,-0.506112772679992,1,0,1,1,1,1,1,1,1,-1.5057325241202457,-0.8251531104710141,0,False,True,False,False,False,False,False
1106-HRLKZ,1,-1.1716017338105662,0,1,1,0.3087664528462136,1,0,1,1,1,1,1,1,0,-1.5024084797832884,-0.6504649336645466,0,False,True,False,True,False,False,True
2483-XSSMZ,0,-1.0320478447910544,0,0,0,0.2680224915699033,1,0,2,0,0,0,0,0,1,-0.5633659545928605,-0.17510749939221815,0,False,False,True,False,False,True,False
8603-IJWDN,1,-0.8924939557715426,0,0,0,-1.2802480369298874,1,2,0,0,0,0,0,2,1,0.72470122597808,-0.9691566990797551,1,True,False,False,False,False,True,False
8165-ZJRNM,0,-0.7529400667520307,0,1,1,1.6125732136881425,1,2,0,0,0,0,0,0,0,-1.3644606397995618,-0.26649948278774727,0,False,True,False,True,False,False,False
9369-XFEHK,0,-0.6133861777325188,1,1,0,0.02355872391204165,1,2,0,2,0,0,0,0,1,0.525258565760644,0.1646509674815301,1,True,False,False,False,False,False,False
2604-XVDAM,0,-0.473832288713007,0,0,0,-0.8320644628904743,1,0,0,0,0,0,0,0,0,-0.69798975023963,-0.7687031743114295,0,False,False,False,False,False,False,False
3717-OFRTN,1,-0.3342783996934951,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.4974224132778524,-0.9986500811217108,0,False,True,False,False,False,False,False
9046-JBFWA,1,-0.19472451067398325,0,0,1,-0.22090504374582004,1,0,0,0,0,0,0,0,0,-1.5173666792995961,-0.7702914491857906,0,False,True,False,False,False,False,True
3280-NMUVX,1,-0.055170621654471404,0,1,1,0.06430268518835193,1,0,0,0,0,0,0,0,0,-1.5024084797832884,-0.7078854822473519,0,False,True,True,False,True,False,False
1206-EHBDD,0,-1.45070951184959,0,1,0,0.9606698332671781,1,0,2,0,2,0,0,0,0,0.5152864327497723,0.9840022682925696,0,True,False,False,True,False,False,False
8361-LBRDI,0,-1.45070951184959,0,0,0,1.0421577558197987,1,2,1,1,1,1,1,1,0,-1.344516373777818,-0.37917876137436635,0,False,True,False,True,True,False,False
4883-KCPZJ,0,-1.45070951184959,0,1,1,-0.42462485012737144,1,2,1,1,1,1,1,1,0,-1.3145999747452028,-0.76232801544073,0,False,True,False,True,True,False,False
9108-EQPNQ,0,-1.45070951184959,0,1,1,-0.9135523854430948,1,2,1,1,1,1,1,1,0,-1.286345597881066,-0.907853700804067,0,False,True,False,True,True,False,False
7277-KAMWT,1,-1.45070951184959,0,0,0,-0.791320501614164,1,0,1,1,1,1,1,1,0,-1.4891123024354593,-0.8889267585512638,0,False,True,False,True,True,False,False
3842-IYKUE,0,-1.45070951184959,0,0,0,0.10504664646466222,1,2,1,2,0,2,0,0,0,0.6814886495976356,0.27980089587271084,1,True,False,False,False,True,False,False
6641-XRPSU,0,-1.45070951184959,0,0,0,0.06430268518835193,1,0,1,0,0,0,0,0,1,0.1729098660431739,0.05858950087141567,1,True,False,False,False,True,False,False
1374-DMZUI,0,-1.45070951184959,1,0,0,-1.1580161531009565,1,2,1,0,0,0,2,2,1,0.9806526399237896,-0.8201015139956156,1,True,False,False,False,False,True,False
2545-LXYVJ,1,-1.45070951184959,0,1,0,1.6125732136881425,1,0,1,1,1,1,1,1,0,-1.4658439920767583,-0.34906771688127025,0,False,True,False,True,False,False,False
3234-VKACU,1,-1.45070951184959,0,0,0,-1.2395040756535771,1,0,1,0,0,2,2,2,0,0.18288199905404562,-0.9489503131781609,0,False,False,False,False,False,True,False
8357-EQXFO,0,-1.311155622830078,0,0,0,-1.0357842692720256,1,0,1,0,2,0,2,2,1,1.0155551054618408,-0.7157827378726473,1,True,False,False,False,False,True,False
1989-PRJHP,1,-1.1716017338105662,1,1,0,-0.22090504374582004,1,2,1,0,0,0,0,0,1,0.35573230457582355,-0.17177653403071083,1,True,False,False,False,False,True,False
8120-JDCAM,1,-1.0320478447910544,0,1,1,-1.1580161531009565,1,0,1,0,0,0,0,0,1,0.1579516665268661,-0.8816692247503637,0,True,False,False,False,False,False,True
8917-FAEMR,0,-0.8924939557715426,0,0,0,0.18653456901728277,1,0,1,1,1,1,1,1,0,-1.494098368940895,-0.6613622640525242,0,False,True,False,True,False,False,True
7047-YXDMZ,1,-0.7529400667520307,0,0,0,-0.46536881140368175,1,0,1,1,1,1,1,1,0,-1.4891123024354593,-0.8230795293850426,0,False,True,False,False,False,False,True
2858-EIMXH,0,-0.6133861777325188,1,1,0,0.8384379494382472,1,2,1,0,0,0,2,2,1,1.0321753271466272,1.2057430882519853,0,True,False,True,False,True,False,False
9524-EGPJC,0,-0.473832288713007,0,0,0,-0.5876006952326126,1,2,1,0,0,2,0,2,1,0.8410427777715843,-0.2958384492169179,1,True,False,False,False,False,True,False
6993-OHLXR,0,-0.3342783996934951,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0.1380074005051227,-0.9545313346116798,1,True,False,False,False,False,True,False
8818-XYFCQ,1,-0.19472451067398325,0,1,1,-0.01718523736426863,1,2,2,0,0,0,2,2,1,1.155164967614046,0.4064878764762648,1,True,False,False,False,True,False,False
6419-ZTTLE,1,-0.055170621654471404,1,1,0,-0.38388088885106114,1,0,0,0,0,0,0,0,1,-1.4641819699082799,-0.7932993754907718,0,False,True,True,False,False,True,False
0929-HYQEW,1,0.08438326736504045,0,0,0,-1.1987601143772668,1,0,2,0,0,0,0,0,1,-0.48691293484284354,-0.9363985297960572,0,False,False,False,False,False,False,True
6614-YOLAC,0,0.2239371563845523,0,1,1,1.5718292524118322,0,0,2,2,0,2,2,2,0,-0.20436916620147588,0.8214688061496158,0,False,False,False,True,False,False,True
7426-RHZGU,1,0.3634910454040642,0,0,0,-0.9542963467194051,1,0,0,0,0,2,2,2,1,1.033837349315106,-0.6423029655601908,0,True,False,False,False,False,False,False
4065-JJAVA,0,0.503044934423576,0,0,0,-1.2802480369298874,1,0,0,2,0,0,0,0,0,-0.5085192230330657,-0.9855247540349766,0,False,False,False,False,False,True,False
4695-VADHF,1,-1.45070951184959,0,1,1,-0.5876006952326126,1,0,0,0,2,0,0,2,0,-0.24425769824496293,-0.5702129337628004,1,False,False,False,False,False,True,False
3863-IUBJR,1,-1.311155622830078,0,1,1,-0.8320644628904743,1,0,0,0,0,0,0,2,0,-0.37057138304933923,-0.7001426422348415,1,False,False,True,False,True,False,False
7649-SIJJF,1,-1.1716017338105662,0,1,0,1.5718292524118322,1,2,2,2,2,2,0,2,1,0.5086383440758576,1.4568449340138263,0,False,False,False,True,False,False,True
9361-YNQWJ,0,-1.0320478447910544,0,0,0,1.2866215234776603,1,2,1,1,1,1,1,1,1,-1.3428543516093396,-0.3009341644388264,0,False,True,True,False,False,False,False
3748-FVMZZ,1,-0.8924939557715426,0,0,0,-1.1580161531009565,0,0,1,0,0,2,0,2,1,-0.8226414128755275,-0.9356926298518967,0,False,False,False,False,False,True,False
9391-TTOYH,0,-0.7529400667520307,0,0,0,-0.38388088885106114,1,0,1,1,1,1,1,1,1,-1.5057325241202457,-0.7999171874672764,0,False,True,False,False,False,False,True
1452-XRSJV,0,-0.6133861777325188,0,1,1,0.2680224915699033,1,0,2,0,0,0,0,0,0,-0.4569965358102282,-0.09587023066020262,0,False,False,False,False,True,False,False
3422-WJOYD,1,-0.473832288713007,0,1,0,-0.18016108246950976,1,0,2,0,0,2,0,0,0,-0.34730307269063826,-0.3780316739651055,0,False,False,True,False,False,False,True
8242-SOQUO,0,-0.3342783996934951,1,0,0,-1.1172721918246462,1,0,0,2,0,0,2,0,1,0.6615443835758922,-0.8341974535055704,0,True,False,False,False,False,True,False
7460-ITWWP,0,-0.19472451067398325,1,1,0,0.512486259227765,1,0,0,0,2,0,0,2,1,0.7080810042932936,0.6962598035541478,0,True,False,False,False,False,True,False
7147-AYBAA,1,-0.055170621654471404,0,0,0,0.18653456901728277,1,0,0,0,0,0,0,0,1,0.18454402122252414,0.11894394609713808,0,True,False,False,False,False,False,True
7868-TMWMZ,0,0.08438326736504045,1,1,0,1.1236456783724194,1,0,2,2,2,2,2,2,1,1.5025276008260804,1.934628899344207,0,True,False,False,True,False,False,False
4822-RVYBB,1,0.2239371563845523,1,0,0,-0.9950403079957154,1,2,0,0,2,0,2,2,1,1.1900674331520973,-0.6458545246542483,1,True,False,False,False,False,True,False
6732-FZUGP,0,0.3634910454040642,0,0,0,0.5939741817803856,1,2,2,0,2,0,2,0,0,1.0005969059455335,1.0288269147467612,0,True,False,True,False,True,False,False
8436-BJUMM,1,0.503044934423576,0,1,1,-0.26164900502213034,1,2,0,0,0,0,2,0,1,0.6299659623747981,-0.09384076832074123,1,True,False,False,False,False,True,False
4184-TJFAN,0,-1.45070951184959,1,1,1,-1.1987601143772668,1,0,2,0,0,2,2,0,1,0.7812099797063535,-0.8865884649862322,1,True,False,False,False,False,False,True
8329-GWVPJ,0,-1.311155622830078,0,1,1,0.7162060656093164,1,0,0,0,0,0,0,0,1,0.16459975520078074,0.5622491110299289,0,True,False,False,False,False,False,False
1352-VHKAJ,1,-1.1716017338105662,0,1,1,-0.22090504374582004,1,2,0,0,0,2,2,2,0,0.22609457543448996,-0.14391554560962636,0,False,False,False,False,False,False,False
4145-UQXUQ,0,-1.0320478447910544,1,0,0,-0.9950403079957154,1,0,0,0,2,0,2,2,1,0.9075236645107296,-0.685318743407471,1,True,False,False,False,False,True,False
2632-TACXW,0,-0.8924939557715426,0,1,0,1.2051336009250397,1,2,0,0,0,0,0,0,0,-1.367784684136519,-0.3823111923765785,0,False,True,False,True,False,False,False
8146-QQKZH,0,-0.7529400667520307,0,1,0,1.5718292524118322,1,0,2,0,2,2,2,2,0,0.5668091199726097,1.6064074846828311,0,False,False,False,True,False,False,False
1767-CJKBA,1,-0.6133861777325188,0,0,0,1.368109446030281,1,2,1,1,1,1,1,1,0,-1.3195860412506386,-0.25835957405664656,0,False,True,False,True,False,False,True
6445-TNRXS,1,-0.473832288713007,0,1,1,1.4495973685829016,1,2,2,2,2,2,2,2,1,1.658757684663072,2.4558918893602226,0,True,False,False,True,False,False,False
4581-LNWUM,0,-0.3342783996934951,0,0,0,-0.791320501614164,0,1,0,0,2,0,2,2,0,-0.5201533782124163,-0.720856393721301,0,False,False,False,False,False,True,False
4869-EPIUS,1,-0.19472451067398325,0,1,0,0.9606698332671781,1,0,0,0,0,0,0,2,1,0.5352306987715161,1.0033483386372184,0,True,False,True,False,False,True,False
9948-YPTDG,1,-0.055170621654471404,0,1,0,0.22727853029359305,1,0,2,2,0,0,0,0,1,0.4870320558856357,0.3219563581630455,1,True,False,False,False,False,True,False
1236-WFCDV,1,0.08438326736504045,1,0,0,-0.7505765403378537,1,0,0,0,0,0,2,2,0,0.8526769329509349,-0.44877608399394014,1,True,False,False,False,True,False,False
1915-OAKWD,0,0.2239371563845523,0,0,1,-0.6690886177852331,1,0,0,0,0,0,0,0,1,-1.5123806127941604,-0.8483816305085454,0,False,True,True,False,False,False,False
7296-PIXQY,0,0.3634910454040642,0,1,1,-0.7505765403378537,1,0,0,0,0,0,0,0,0,0.17955795471708852,-0.5456608513299681,0,True,False,False,False,False,True,False
4883-QICIH,1,0.503044934423576,0,1,1,-0.01718523736426863,1,0,0,0,0,0,0,0,1,0.16459975520078074,0.02850051575157465,1,True,False,False,False,False,False,False
3354-OADJP,0,-1.45070951184959,0,0,0,-0.9950403079957154,1,0,2,0,0,2,0,0,0,-0.3506271170275956,-0.8098218460587784,0,False,False,True,False,False,False,False
3524-WQDSG,0,-1.311155622830078,0,1,1,0.4309983366751445,1,2,0,0,2,0,2,2,1,1.1468548567716528,0.8500136351416057,0,True,False,False,False,False,False,False
0810-DHDBD,0,-1.1716017338105662,0,0,0,0.797693988161937,1,2,2,0,2,2,2,0,0,0.30587163952146457,0.703407040488773,0,False,False,True,False,True,False,False
4026-SKKHW,1,-1.0320478447910544,0,0,0,-1.1987601143772668,1,0,0,0,0,2,0,0,1,-0.4835888905058862,-0.9401706826226647,0,False,False,False,False,False,False,True
2829-HYVZP,1,-0.8924939557715426,0,0,0,-0.13941712119319946,1,0,0,0,0,0,0,0,1,-1.495760391109374,-0.7549160660270449,0,False,True,True,False,False,False,True
8329-IBCTI,0,-0.7529400667520307,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.5007464576148097,-0.9986941998682208,1,False,True,False,False,False,False,True
1271-SJBGZ,1,-0.6133861777325188,1,0,0,-0.8320644628904743,0,0,0,0,2,2,0,2,1,-0.7029758167450658,-0.7748797988228339,1,False,False,False,False,False,True,False
3845-JHAMY,0,-0.473832288713007,0,1,1,-0.6690886177852331,0,0,0,0,0,0,0,2,1,-0.9738854302070831,-0.7635192215965009,0,False,False,False,False,True,False,False
7013-PSXHK,0,-0.3342783996934951,0,0,0,0.3087664528462136,1,2,0,0,2,2,2,2,1,0.5302446322660801,0.408252626336666,0,False,False,True,False,False,False,True
5669-SRAIP,0,-0.19472451067398325,0,0,0,-1.1172721918246462,0,1,0,0,2,0,0,2,0,-0.8409236567287923,-0.9143832752875517,1,False,False,False,False,False,True,False
5981-ITEMU,1,-0.055170621654471404,0,1,0,0.3087664528462136,1,2,0,0,0,0,2,2,1,1.0737258813585928,0.62809634019615,1,True,False,False,False,False,False,False
3486-NPGST,0,0.08438326736504045,0,0,0,0.1457906077409725,1,0,0,0,0,0,0,0,0,-1.504070501951767,-0.7334964145964248,0,False,True,True,False,False,False,True
6941-PMGEP,0,0.2239371563845523,0,0,0,-1.1172721918246462,1,0,0,0,0,0,0,2,1,0.5053142997389005,-0.8253737042035643,1,True,False,False,False,False,True,False
1624-WOIWJ,0,0.3634910454040642,0,0,0,-0.9135523854430948,1,0,2,0,0,0,2,0,1,0.6615443835758922,-0.6402735032207295,1,True,False,False,False,False,False,True
2074-GKOWZ,1,0.503044934423576,0,1,1,-1.2395040756535771,1,0,0,0,0,0,2,2,1,0.8227605339183194,-0.9255011994080794,1,True,False,False,False,False,False,False
0376-YMCJC,1,-1.45070951184959,0,0,0,-0.38388088885106114,1,2,0,0,0,2,2,0,1,0.8576629994563706,-0.1500480513745206,1,True,False,False,False,False,True,False
6100-FJZDG,1,-1.311155622830078,0,1,1,-0.26164900502213034,1,0,0,0,0,0,0,0,1,-1.4874502802669807,-0.7841667949631953,0,False,True,True,False,False,False,False
4829-ZLJTK,0,-1.1716017338105662,1,1,0,1.6125732136881425,1,2,2,2,2,0,2,2,1,1.582304664913055,2.5428058199849835,0,True,False,False,True,False,True,False
1730-VFMWO,0,-1.0320478447910544,0,1,0,0.06430268518835193,1,0,0,0,0,2,0,0,0,-0.48525091267436476,-0.20647592816085023,0,False,False,False,False,False,False,False
7143-BQIBA,1,-0.8924939557715426,0,0,0,-0.9135523854430948,1,0,2,0,0,2,2,0,0,-0.08470357007101424,-0.7369376768242072,0,False,False,False,False,False,False,False
3800-LYTRK,0,-0.7529400667520307,0,0,0,-0.7505765403378537,1,0,2,0,0,2,0,0,0,-0.3024284741417151,-0.6565533206829308,0,False,False,True,False,False,False,True
0634-SZPQA,0,-0.6133861777325188,0,0,0,-0.38388088885106114,1,2,2,0,0,0,2,0,1,0.8393807556031058,-0.05007497178279042,1,True,False,False,False,False,False,False
9646-NMHXE,1,-0.473832288713007,0,1,0,0.5939741817803856,1,0,0,0,0,0,0,0,0,-1.5007464576148097,-0.5780440112683308,0,False,True,False,True,False,False,True
7030-NJVDP,1,-0.3342783996934951,0,1,0,-0.3431369275747509,1,0,2,0,0,2,0,2,1,0.8127884009074476,-0.03225099819273808,0,True,False,False,False,False,True,False
5536-RTPWK,1,-0.19472451067398325,0,1,0,0.6754621043330061,1,2,0,2,0,0,2,2,1,1.1385447459292597,1.134050125173185,1,True,False,False,False,False,False,False
8883-GRDWQ,1,-1.45070951184959,1,0,0,-0.506112772679992,1,0,2,0,0,2,0,0,0,-0.3589372278699887,-0.5415136891580251,0,False,False,True,False,False,False,True
6166-ILMNY,0,-1.311155622830078,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0.16459975520078074,-0.9435898854771921,1,True,False,False,False,False,False,False
3097-NNSPB,0,-1.1716017338105662,0,0,0,-1.2395040756535771,1,0,0,2,0,0,0,0,1,-0.5234774225493735,-0.9671713554868038,1,False,False,False,False,True,False,False
7771-ZONAT,1,-1.0320478447910544,0,0,0,-0.42462485012737144,0,0,0,0,2,2,2,2,0,-0.2675260086036639,-0.4316800697213032,0,False,False,False,True,False,False,False
0655-RBDUG,1,-0.8924939557715426,0,0,0,-1.0357842692720256,1,2,0,0,2,0,2,2,1,1.1053043025596871,-0.6927968709409212,1,True,False,False,False,False,False,False
2111-DWYHN,1,-0.7529400667520307,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.4525478147289292,-0.9980544780438254,0,False,True,False,False,False,False,True
4194-WHFCB,0,-0.6133861777325188,0,1,1,1.082901717096109,1,2,0,2,0,2,0,2,1,1.0587676818422855,1.454815471674365,0,True,False,False,False,False,False,False
4121-AGSIN,0,-0.473832288713007,0,1,1,1.0421577558197987,1,2,0,0,0,0,0,0,1,-1.3395303072723823,-0.34650882958368834,0,False,True,True,False,True,False,False
4361-BKAXE,0,-0.3342783996934951,0,0,0,0.3495104141225239,1,2,2,2,2,2,2,2,1,1.6521095959891574,0.990090655310954,1,True,False,False,False,False,False,False
9845-PEEKO,0,-0.19472451067398325,1,0,0,1.082901717096109,1,2,0,2,0,0,0,0,1,0.4787219450432425,1.0178413468657637,0,True,False,False,True,True,False,False
0455-XFASS,0,-0.055170621654471404,0,1,1,-1.1987601143772668,1,0,0,0,0,0,0,0,1,0.1579516665268661,-0.91903780304436,0,True,False,False,False,False,True,False
0301-KOBTQ,1,0.08438326736504045,0,0,0,-0.01718523736426863,1,0,0,0,0,0,0,0,1,-1.4874502802669807,-0.7362758956265567,0,False,True,False,True,False,False,False
1751-NCDLI,1,0.2239371563845523,1,1,0,0.5532302205040753,1,2,0,0,2,0,2,2,1,1.131896657255345,1.0066131258789603,0,True,False,False,False,False,True,False
9878-TNQGW,1,0.503044934423576,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,2,1,0.5368927209399946,-0.9318542989055238,1,True,False,False,False,False,True,False
9170-ARBTB,0,0.6425988234430879,0,1,1,0.797693988161937,1,0,0,0,0,0,0,0,0,-1.5024084797832884,-0.5607053438898886,0,False,True,True,False,True,False,False
4441-NIHPT,0,0.7821527124625998,1,0,0,-0.791320501614164,1,0,0,0,2,0,0,0,1,0.31584377253233625,-0.592492900750366,1,True,False,False,False,False,True,False
8999-BOHSE,0,0.9217066014821116,1,0,0,-0.8728084241667845,1,0,0,0,0,0,2,2,0,0.8277466004237555,-0.5451314263718476,1,True,False,False,False,False,False,False
7241-AJHFS,1,1.0612604905016234,0,0,0,-0.01718523736426863,1,2,2,0,0,2,0,0,0,0.7596036915161316,0.21313746989605414,0,True,False,False,False,False,False,False
7029-RPUAV,1,1.2008143795211352,1,1,0,-0.6283446565089229,1,2,0,0,2,0,2,2,1,1.1850813666466615,-0.29155893080544487,1,True,False,False,False,True,False,False
4546-FOKWR,0,1.3403682685406473,0,0,0,-0.6690886177852331,1,2,0,0,0,0,0,0,1,0.33080197204864403,-0.5091084698464075,0,True,False,False,False,True,False,False
9036-CSKBW,0,1.479922157560159,0,0,0,0.7569500268856267,1,2,2,2,2,0,2,2,0,1.4177644702336702,1.4989783369309058,0,True,False,True,False,False,False,False
5832-TRLPB,1,1.619476046579671,0,0,0,-0.13941712119319946,1,0,0,0,2,2,2,2,1,0.35074623807038746,-0.01738298061885753,0,False,False,True,False,False,False,False
8590-YFFQO,1,-1.45070951184959,0,1,0,1.5310852911355222,1,0,2,2,2,2,0,0,0,0.005045627026832042,0.9882376679575328,0,False,False,False,True,True,False,False
8659-IOOPU,0,-1.311155622830078,0,1,1,1.5718292524118322,1,2,2,0,2,2,0,2,0,1.1850813666466615,2.151406360321243,0,True,False,False,True,False,True,False
1338-CECEE,1,-1.1716017338105662,0,1,1,0.3495104141225239,1,2,0,2,2,0,2,0,0,0.1230492009888149,0.24558680795418178,0,False,False,True,False,False,False,False
7439-DKZTW,1,-1.0320478447910544,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,1,0.5235965435921655,-0.9718258832436119,0,True,False,False,False,False,True,False
4646-QZXTF,0,-0.8924939557715426,0,1,0,-1.0357842692720256,1,0,2,0,2,2,2,2,0,0.5468648539508664,-0.7514306850527525,0,False,False,False,False,False,False,False
4607-CHPCA,1,-0.7529400667520307,0,1,1,-0.3023929662984406,1,0,0,0,0,0,2,2,1,0.8510149107824564,-0.04619252208990782,1,True,False,True,False,False,True,False
9742-XOKTS,1,-0.6133861777325188,0,1,1,1.4088534073065913,1,2,2,2,0,2,0,0,0,0.8227605339183194,1.6567690338240317,0,True,False,True,False,False,True,False
6921-OZMFH,1,-0.473832288713007,0,1,1,-1.1172721918246462,1,2,0,0,0,2,0,0,1,-0.3024284741417151,-0.8929195051104216,0,False,False,False,False,False,False,True
9578-FOMUK,1,-0.3342783996934951,0,0,1,-0.7098325790615434,1,2,0,0,0,0,0,0,1,-1.3295581742615106,-0.8643526167451766,0,False,True,False,False,False,True,False
4712-UYOOI,0,-0.19472451067398325,0,1,1,-0.506112772679992,1,0,0,0,0,0,0,0,0,-1.4891123024354593,-0.8231015887582976,0,False,True,False,False,False,True,False
8824-RWFXJ,1,-0.055170621654471404,0,1,1,-1.1987601143772668,1,0,0,2,2,0,0,0,1,-0.28747027462540753,-0.9331778613008248,1,False,False,False,False,False,False,True
7722-CVFXN,1,0.08438326736504045,0,1,1,0.8791819107145575,1,2,0,2,0,2,2,2,1,1.3429734726521318,1.4799852165583378,0,True,False,True,False,False,True,False
8717-VCTXJ,1,0.2239371563845523,0,0,0,0.3902543753988342,1,0,0,0,0,0,0,0,1,-1.504070501951767,-0.6370307753522422,0,False,True,True,False,False,False,True
7363-QTBIW,0,0.3634910454040642,0,1,0,-0.9542963467194051,1,0,0,0,0,0,0,2,1,0.4970041888965074,-0.6680462541487939,0,True,False,False,False,False,True,False
4159-NAAIX,0,0.503044934423576,0,0,0,1.24587756220135,1,2,0,2,0,0,2,2,0,1.0853600365379437,1.751381685714793,0,True,False,False,True,False,False,False
0971-QIFJK,0,0.6425988234430879,0,1,0,1.4903413298592119,1,2,0,0,0,0,0,0,0,-1.3478404181147754,-0.2830219533557539,0,False,True,False,True,False,False,False
9397-TZSHA,0,0.7821527124625998,0,0,0,1.4903413298592119,1,2,0,0,0,0,0,0,0,-1.336206262935425,-0.2670289077458677,0,False,True,False,True,True,False,False
3391-JSQEW,1,0.9217066014821116,0,1,0,0.3087664528462136,1,0,0,2,0,0,0,0,1,-0.48691293484284354,-0.09917913664845494,0,False,False,False,False,False,False,True
0343-QLUZP,1,-1.45070951184959,0,0,0,1.1236456783724194,0,0,2,2,2,0,0,0,0,-0.837599612391835,0.06229547557825831,0,False,False,False,True,False,False,False
