Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Contract,Churn
7426-WEIJX,Male,36,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,80.95,4859.1,Month-to-month,No
2851-MMUTZ,Female,37,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Mailed check,56.15,1439.35,Month-to-month,No
3049-NDXFL,Female,20,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Mailed check,85.8,85.8,Month-to-month,Yes
8580-AECUZ,Male,21,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.1,79.1,Month-to-month,Yes
3307-TLCUD,Male,22,0,Yes,No,17,No,No,DSL,Yes,No,Yes,No,No,No,No,Mailed check,34.4,592.75,Month-to-month,No
6625-FLENO,Male,23,0,Yes,No,58,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.75,1185.95,Two year,No
2967-MXRAV,Male,24,0,Yes,Yes,1,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,18.8,18.8,One year,No
7963-GQRMY,Female,25,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.3,134.5,Month-to-month,Yes
8189-HBVRW,Female,26,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Electronic check,90.8,4921.2,Month-to-month,No
4163-KIUHY,Male,27,0,No,No,35,Yes,Yes,No,No,No,No,No,No,No,Yes,Electronic check,25.6,901.25,Month-to-month,No
1228-FZFRV,Male,28,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Credit card (automatic),105.95,5341.8,Month-to-month,Yes
3500-NSDOA,Male,29,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Credit card (automatic),70.8,4859.95,Two year,No
1171-TYKUR,Male,30,0,Yes,No,47,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Electronic check,25.4,1139.2,Month-to-month,No
3761-FLYZI,Female,31,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),108.8,7082.45,Month-to-month,No
2058-DCJBE,Male,32,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.75,324.6,Month-to-month,Yes
5364-XYIRR,Male,33,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.65,4812.75,Month-to-month,Yes
4829-AUOAX,Female,34,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Bank transfer (automatic),96.05,4399.5,Month-to-month,Yes
1219-NNDDO,Female,35,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.85,663.55,Month-to-month,No
8388-DMKAE,Female,36,0,No,No,8,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.25,174.65,Two year,No
4403-BWPAY,Male,37,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),24.8,321.7,One year,No
9659-QEQSY,Female,38,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,115.65,5125.5,Month-to-month,No
5405-ZMYXQ,Female,39,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),74.6,548.9,Month-to-month,No
5047-LHVLY,Male,20,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Mailed check,50.15,50.15,Month-to-month,Yes
1442-OKRJE,Male,21,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.15,7031.3,One year,No
4737-AQCPU,Male,22,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),72.1,5016.65,Two year,No
9158-VCTQB,Female,23,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),113.6,4594.95,Month-to-month,Yes
2808-CHTDM,Female,24,0,Yes,Yes,23,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Mailed check,25.1,611.45,Two year,No
6311-UEUME,Female,25,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,78.9,2384.15,Month-to-month,Yes
0793-TWELN,Female,26,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,80.15,319.85,Month-to-month,No
3283-WCWXT,Male,27,0,Yes,Yes,6,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Mailed check,25.4,153.3,Two year,No
1060-ENTOF,Female,28,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),105.4,7035.6,One year,No
0999-QXNSA,Male,29,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.75,344.2,Month-to-month,No
5451-MHQOF,Male,30,0,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,No,Yes,Mailed check,24.45,1431.65,One year,No
4836-WNFNO,Female,31,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),25.0,1849.2,Two year,No
9225-BZLNZ,Male,32,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,85.25,6083.1,Two year,No
0354-VXMJC,Male,33,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.6,426.65,Two year,No
4422-QVIJA,Female,34,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.15,1655.35,Month-to-month,No
9365-SRSZE,Male,35,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.55,1943.9,Month-to-month,No
6839-ITVZJ,Female,36,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Electronic check,60.05,1616.15,Month-to-month,Yes
8332-OSJDW,Male,37,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,26.4,314.95,One year,No
4735-BJKOU,Female,38,0,No,No,40,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.15,804.85,Two year,No
0274-JKUJR,Male,39,0,Yes,Yes,7,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,58.85,465.7,Month-to-month,No
5740-YHGTW,Male,40,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),97.55,6669.05,Month-to-month,No
8917-SZTTJ,Male,20,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.65,1161.75,Two year,No
1696-MZVAU,Male,21,0,Yes,Yes,39,No,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.25,947.75,One year,No
7359-WWYJV,Male,22,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),114.45,8375.05,Two year,No
0375-HVGXO,Female,23,0,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,34.7,34.7,Month-to-month,Yes
4906-ZHGPK,Male,24,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,70.7,3770,One year,No
8593-WHYHV,Male,25,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.3,264.8,Month-to-month,Yes
3795-GWTRD,Female,26,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),75.55,4707.85,Two year,No
1298-PHBTI,Male,27,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Electronic check,84.8,6152.4,Two year,No
6223-DHJGV,Female,28,0,No,No,42,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,20.65,958.1,One year,No
6961-MJKBO,Male,29,0,No,No,47,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.45,943,Two year,No
6097-EQISJ,Female,30,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.45,6615.15,One year,Yes
4423-YLHDV,Female,31,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.4,2200.25,Month-to-month,Yes
8158-WPEZG,Male,32,0,No,No,11,No,No ,DSL,No,Yes,No,Yes,No,No,Yes,Electronic check,35.65,425.1,Month-to-month,No
0107-YHINA,Male,33,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.75,99.75,Month-to-month,Yes
4918-FYJNT,Female,34,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,Electronic check,90.45,5044.8,Month-to-month,No
0727-BNRLG,Male,35,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),97.65,6743.55,Two year,No
4854-CIDCF,Female,36,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,73.85,196.4,Month-to-month,No
8640-SDGKB,Male,37,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,74.4,299.7,Month-to-month,Yes
3280-MRDOF,Male,38,1,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),69.1,2093.9,Two year,No
6435-SRWBJ,Female,39,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,82.75,417.75,Month-to-month,No
9964-WBQDJ,Female,40,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),24.4,1725.4,Two year,No
6303-KFWSL,Female,41,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Electronic check,55.25,1620.2,One year,No
1702-CCFNJ,Male,20,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Bank transfer (automatic),61.35,3169.55,Month-to-month,No
8932-CZHRQ,Male,20,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card (automatic),76.75,5233.25,One year,No
0386-CWRGM,Female,21,0,Yes,Yes,46,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,19.4,967.85,Two year,No
5515-RUGKN,Male,22,0,No,No,8,Yes,No,DSL,No ,No,No,No,No,Yes,Yes,Credit card (automatic),54.75,438.05,Month-to-month,No
0404-AHASP,Male,23,0,Yes,No,72,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),19.7,1421.9,Two year,No
7279-NMVJC,Female,24,0,No,No,17,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Bank transfer (automatic),19.9,323.15,One year,No
2081-VEYEH,Male,25,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,107.95,318.6,Month-to-month,No
6407-UTSLV,Female,26,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),83.8,163.7,Month-to-month,No
4116-TZAQJ,Female,27,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),74.25,639.65,Month-to-month,Yes
9060-HJJRW,Female,28,0,No,No,51,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),56.4,2928.5,One year,No
2587-YNLES,Female,29,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.1,100.35,Two year,No
7398-SKNQZ,Female,30,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,94.9,273.2,Month-to-month,No
5935-FCCNB,Female,31,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.2,1608.15,Month-to-month,No
1958-RNRKS,Male,32,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,No,Electronic check,49.9,1441.95,Month-to-month,No
5136-RGMZO,Male,33,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,71.05,2168.15,Month-to-month,No
8345-MVDYC,Female,34,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),81.65,3618.7,Two year,No
8226-BXGES,Male,35,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),89.45,5692.65,One year,No
3877-JRJIP,Male,36,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,Electronic check,59.85,59.85,Month-to-month,Yes
8375-DKEBR,Female,20,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.6,69.6,Month-to-month,Yes
9705-IOVQQ,Male,21,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,99.0,5969.3,One year,No
1015-OWJKI,Male,22,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.05,19.05,Month-to-month,No
7511-YMXVQ,Male,23,0,No,No,9,No,No,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,45.4,418.8,Month-to-month,Yes
2040-XBAVJ,Male,24,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),114.45,8100.55,Two year,No
7551-JOHTI,Female,25,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.5,19.5,Month-to-month,Yes
8887-IPQNC,Female,26,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.25,313.45,Month-to-month,No
8646-JCOMS,Female,27,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),90.55,6130.95,One year,No
9804-ICWBG,Male,28,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.9,69.9,Month-to-month,Yes
1222-KJNZD,Male,29,0,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.4,745.3,Month-to-month,No
0106-GHRQR,Male,30,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),71.4,1212.1,Month-to-month,No
5318-IXUZF,Female,31,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),87.15,183.75,Month-to-month,Yes
3768-VHXQO,Male,32,0,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),24.85,1583.5,Two year,No
8952-WCVCD,Female,20,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.45,4162.05,One year,No
2418-TPEUN,Female,21,0,Yes,Yes,56,Yes,No,No,No ,No ,No ,No ,No ,No ,Yes,Credit card (automatic),19.8,1119.9,Two year,No
3963-RYFNS,Female,22,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.45,8013.55,Two year,No
3198-VELRD,Female,23,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),84.75,264.85,Month-to-month,Yes
8540-ZQGEA,Female,24,0,Yes,No,54,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.05,1102.4,Two year,No
1320-REHCS,Male,25,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.75,5832,Month-to-month,No
4137-JOPHL,Female,26,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),89.7,4304.5,Two year,No
9436-ZBZCT,Male,27,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,89.95,1178.4,Month-to-month,Yes
7801-CEDNV,Male,28,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),48.7,1421.75,One year,No
2057-BOYKM,Female,29,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),96.6,6827.5,Two year,No
3658-QQJYD,Male,30,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),74.3,4698.05,One year,No
1803-BGNBD,Female,31,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Electronic check,54.3,654.5,Month-to-month,No
0134-XWXCE,Female,32,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),74.85,3268.05,One year,No
6950-TWMYB,Male,33,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),79.95,4362.05,Two year,No
5848-FHRFC,Female,34,0,No,No,68,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.05,1386.9,Two year,No
2243-FNMMI,Male,35,0,No,No,20,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.4,415.4,Month-to-month,No
2511-MORQY,Male,36,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Bank transfer (automatic),54.9,2614.1,One year,No
5356-KZCKT,Male,37,0,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),24.45,1513.6,Two year,No
9470-XCCEM,Male,38,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),89.65,3161.6,Month-to-month,No
6519-CFDBX,Female,39,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.4,80.95,Month-to-month,No
3902-MIVLE,Male,40,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Mailed check,75.7,4676.7,Two year,No
0409-WTMPL,Female,41,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),110.65,6526.65,One year,No
8763-KIAFH,Female,20,0,Yes,Yes,27,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,20.55,583.3,One year,No
3669-WHAFY,Female,21,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.15,8078.1,Two year,No
3055-VTCGS,Female,22,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Credit card (automatic),58.55,3503.5,One year,No
3144-KMTWZ,Male,23,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),93.25,6669.45,Month-to-month,No
7279-BUYWN,Female,24,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,113.2,4689.5,Month-to-month,Yes
7156-MHUGY,Male,25,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.5,1201.15,Month-to-month,Yes
7198-GLXTC,Male,26,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,79.0,143.65,Month-to-month,Yes
2007-QVGAW,Female,27,0,Yes,Yes,68,Yes,No,No,No ,No ,No ,No ,No ,No ,Yes,Bank transfer (automatic),19.35,1292.65,Two year,No
5207-PLSTK,Male,28,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.75,48.75,Month-to-month,No
2307-FYNNL,Male,29,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,109.05,7108.2,Two year,No
5605-XNWEN,Male,30,1,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.0,1802.55,Two year,No
2155-AMQRX,Female,31,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),54.9,1505.15,Month-to-month,No
6181-AXXYF,Male,32,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),24.75,1859.1,Two year,No
5091-HFAZW,Female,33,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,91.15,168.5,Month-to-month,No
0516-VRYBW,Female,34,0,No,Yes,18,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.15,390.85,One year,Yes
2519-LBNQL,Male,35,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,6339.45,One year,No
8623-ULFNQ,Female,36,1,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,66.05,1652.4,Month-to-month,No
8380-PEFPE,Male,20,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71.65,71.65,Month-to-month,Yes
5687-DKDTV,Female,21,0,No,No,4,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.35,77.5,Month-to-month,Yes
1568-LJSZU,Male,22,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),92.2,6392.85,Two year,No
7530-HDYDS,Female,23,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),84.25,3264.5,Month-to-month,Yes
7789-HKSBS,Female,24,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.2,4599.15,One year,No
7416-CKTEP,Female,25,0,Yes,No,57,Yes,No,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.6,1134.25,Two year,No
2586-CWXVV,Male,26,0,Yes,No,54,No,No,DSL,No,Yes,No,No,No,No,No,Electronic check,30.4,1621.35,Month-to-month,No
3096-IZETN,Female,27,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Bank transfer (automatic),78.1,947.3,Month-to-month,Yes
2348-KCJLT,Female,28,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Mailed check,61.5,2722.2,One year,No
8401-EMUWF,Male,29,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),69.4,3058.3,Month-to-month,No
4193-IBKSW,Male,30,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.75,1769.6,Two year,No
5377-NDTOU,Female,31,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,91.05,6293.75,Two year,No
5922-ABDVO,Female,32,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Mailed check,89.65,1761.05,Month-to-month,Yes
2474-LCNUE,Female,33,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),73.65,1642.75,Month-to-month,No
0839-QNXME,Female,34,0,No,No,30,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.4,578.5,Two year,No
3506-OVLKD,Male,35,0,No,No,35,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),26.2,954.9,One year,No
9172-ANCRX,Female,36,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,98.7,973.25,Month-to-month,Yes
6650-VJONK,Male,37,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),43.85,43.85,Month-to-month,No
2178-PMGCJ,Male,20,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.7,1490.4,Month-to-month,No
7492-TAFJD,Male,21,0,Yes,Yes,7,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Mailed check,38.55,280,Two year,No
2773-MADBQ,Female,22,0,No,No,36,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,53.1,1901.25,Two year,No
6016-LVTJQ,Female,23,0,Yes,Yes,34,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.65,716.4,Month-to-month,No
7860-KSUGX,Male,24,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Credit card (automatic),64.45,4720,Two year,No
8966-KZXXA,Male,25,0,Yes,Yes,36,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),25.1,930.95,Two year,No
6910-HADCM,Female,26,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.35,76.35,Month-to-month,Yes
4816-LXZYW,Female,27,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.15,1676.95,Month-to-month,Yes
9606-PBKBQ,Male,28,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.0,2642.05,Month-to-month,Yes
5149-QYTTU,Female,29,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),95.15,6770.85,One year,No
2070-XYMFH,Female,30,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Mailed check,79.35,1835.3,Month-to-month,No
2085-BOJKI,Male,31,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),96.65,1588.25,One year,No
0817-HSUSE,Male,32,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,75.5,75.5,Month-to-month,No
5442-PPTJY,Male,33,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.7,258.35,Two year,No
1927-QEWMY,Female,34,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.5,1502.25,Two year,No
1663-MHLHE,Male,35,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.2,19.2,Month-to-month,No
5663-QBGIS,Male,36,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer (automatic),98.35,6929.4,Two year,No
4450-MDZFX,Male,20,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),74.35,4453.3,Month-to-month,No
6701-DHKWQ,Female,21,0,Yes,Yes,61,No,No ,DSL,No,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),51.35,3244.4,Two year,No
7554-AKDQF,Female,22,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.65,323.45,Month-to-month,No
3536-IQCTX,Male,23,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.3,2661.1,Month-to-month,Yes
4911-BANWH,Female,24,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),86.55,2697.4,Month-to-month,Yes
