SeniorCitizen,Partner,Dependents,Tenure,Customer ID
1,No,No,3,3966-HRMZA
0,Yes,No,48,6425-JWTDV
0,No,No,63,8405-IGQFX
0,No,No,27,8224-IVVPA
0,Yes,Yes,70,9477-LGWQI
0,Yes,Yes,7,1410-RSCMR
0,No,Yes,0,3115-CZMZD
0,Yes,No,2,0139-IVFJG
1,No,No,20,6683-VLCTZ
0,No,No,66,5730-DBDSI
0,No,No,3,0030-FNXPP
0,No,Yes,15,2189-WWOEW
0,Yes,Yes,72,5684-FJVYR
0,No,No,1,4013-GUXND
0,No,No,22,1894-IGFSG
0,Yes,No,3,7379-POKDZ
0,Yes,Yes,72,1266-NZYUI
0,Yes,Yes,65,7969-FFOWG
0,No,No,11,4718-DHSMV
0,No,No,22,5175-WLYXL
0,No,No,14,7817-OMJNA
0,No,No,41,8728-SKJLR
0,Yes,No,17,3137-NYQQI
0,No,No,11,7706-DZNKK
0,No,No,15,0236-HFWSV
0,No,No,1,3900-AQPHZ
0,Yes,No,5,5842-POCOP
0,Yes,No,33,2037-XJFUP
0,Yes,No,72,8823-RLPWL
0,Yes,Yes,3,9505-SQFSW
0,No,No,2,7314-OXENN
0,Yes,No,59,3758-CKOQL
0,No,No,2,0322-CHQRU
0,Yes,Yes,71,5676-CFLYY
0,Yes,Yes,5,7521-AFHAB
0,Yes,Yes,27,0285-INHLN
0,No,No,1,4678-DVQEO
0,No,Yes,63,5125-CNDSP
1,No,No,46,0691-IFBQW
0,Yes,Yes,72,4992-LTJNE
0,Yes,No,34,2202-OUTMO
0,Yes,Yes,24,0810-BDHAW
0,No,No,72,0229-LFJAF
0,Yes,Yes,60,7131-ZQZNK
0,No,No,68,3442-ZHHCC
0,Yes,Yes,8,5726-CVNYA
0,No,Yes,34,9871-ELEYA
0,No,No,6,4257-GAESD
0,Yes,No,2,5173-WXOQV
0,No,No,31,2040-OBMLJ
0,Yes,Yes,20,6286-ZHAOK
0,Yes,Yes,1,3807-XHCJH
0,No,No,62,3009-JWMPU
1,Yes,No,70,5671-RQRLP
0,No,No,10,1450-GALXR
0,Yes,Yes,39,8859-AXJZP
0,Yes,No,46,3174-AKMAS
0,No,No,6,3138-BKYAV
0,Yes,Yes,72,9926-PJHDQ
0,No,No,18,7382-DFJTU
0,Yes,No,71,2798-NYLMZ
0,Yes,No,40,4289-DTDKW
0,No,No,1,1820-TQVEV
0,No,No,58,2239-JALAW
0,No,No,70,4853-RULSV
0,Yes,No,42,8098-TDCBU
0,Yes,Yes,34,3551-GAEGL
1,No,No,5,4785-NKHCX
0,No,No,25,3196-NVXLZ
0,No,No,2,6275-YDUVO
0,Yes,Yes,55,0036-IHMOT
0,Yes,No,21,0115-TFERT
0,Yes,No,70,4178-EGMON
0,Yes,No,61,4220-TINQT
0,Yes,Yes,43,5318-YKDPV
0,No,No,47,7975-TZMLR
0,No,No,5,0295-QVKPB
0,No,No,62,4335-BSMJS
0,Yes,Yes,16,2311-QYMUQ
1,Yes,No,7,3643-AHCFP
0,Yes,Yes,14,9146-JRIOX
0,Yes,Yes,60,3104-OWCGK
0,Yes,Yes,34,5337-IIWKZ
0,Yes,No,50,9101-BWFSS
0,Yes,Yes,38,9650-VBUOG
0,Yes,Yes,70,3487-EARAT
0,Yes,Yes,37,2672-TGEFF
1,No,No,4,9231-ZJYAM
1,Yes,Yes,60,4250-WAROZ
0,Yes,Yes,62,8184-WMOFI
0,No,No,1,6982-SSHFK
0,No,No,36,6092-QZVPP
0,No,No,44,4625-LAMOB
1,No,No,55,0727-BMPLR
0,Yes,No,72,0392-BZIUW
0,Yes,Yes,12,1038-ZAGBI
0,No,No,13,6549-NNDYT
0,No,No,1,3027-ZTDHO
0,Yes,Yes,15,0422-OHQHQ
0,No,No,65,6916-HIJSE
0,Yes,Yes,12,2316-ESMLS
0,Yes,No,72,9778-OGKQZ
0,Yes,Yes,72,7408-OFWXJ
0,Yes,Yes,72,6007-TCTST
0,No,Yes,52,2252-NKNSI
0,No,No,2,8713-IGZSO
0,No,No,5,7905-TVXTA
0,No,No,68,7695-PKLCZ
0,No,Yes,62,2382-BCKQJ
0,No,No,72,8374-UULRV
0,No,No,1,2207-NHRJK
0,Yes,No,66,3224-DFQNQ
0,Yes,Yes,72,5275-PMFUT
0,No,No,26,4795-UXVCJ
0,Yes,Yes,64,9777-IQHWP
1,Yes,No,20,0947-MUGVO
0,No,No,3,9944-HKVVB
0,No,No,22,4124-MMETB
0,Yes,No,4,3671-SHRSP
0,Yes,No,62,0979-MOZQI
0,No,No,5,2732-ISEZX
0,Yes,No,59,3313-QKNKB
0,No,Yes,3,0323-XWWTN
0,Yes,No,72,1937-OTUKY
0,Yes,Yes,57,1573-LGXBA
0,No,Yes,66,1764-VUUMT
0,No,No,60,5073-WXOYN
0,No,Yes,45,4713-ZBURT
0,No,No,3,3050-GBUSH
0,No,No,15,0207-MDKNV
0,No,Yes,51,7876-AEHIG
0,No,No,60,7945-HLKEA
0,No,No,33,9342-VNIMQ
0,No,No,10,9851-KIELU
1,No,No,26,3523-BRGUW
0,No,No,6,3908-BLSYF
0,Yes,No,67,3199-NPKCN
0,Yes,Yes,49,5170-PTRKA
0,No,No,1,4661-NJEUX
1,No,No,7,2123-AGEEN
1,No,No,27,1258-YMZNM
0,Yes,Yes,37,0048-LUMLS
0,Yes,Yes,63,7549-MYGPK
0,Yes,Yes,31,5898-IGSLP
0,Yes,Yes,50,3804-RVTGV
1,No,No,32,6259-WJQLC
0,No,No,1,9227-LUNBG
0,Yes,No,63,7997-EASSD
0,No,No,30,0730-KOAVE
0,Yes,No,71,8975-SKGRX
0,No,No,53,0678-RLHVP
0,No,No,12,4315-MURBD
0,Yes,No,50,2267-FPIMA
0,No,No,2,1051-GEJLJ
0,No,No,9,9734-YWGEX
0,No,No,17,2719-BDAQO
0,Yes,No,56,5285-MVEHD
0,Yes,Yes,67,0379-DJQHR
1,No,No,9,0781-LKXBR
0,No,No,4,5543-QDCRY
0,No,No,19,0297-RBCSG
0,No,Yes,8,4694-PHWFW
0,No,No,71,0835-JKADZ
1,No,No,10,1907-UBQFC
1,No,No,15,7508-SMHXL
0,Yes,Yes,72,3865-YIOTT
0,No,No,12,5993-BQHEA
0,Yes,Yes,72,6024-RUGGH
1,Yes,No,1,6513-EECDB
1,No,No,23,3956-CJUST
0,No,No,72,4079-WWQQQ
0,No,No,26,6103-BOCOU
0,No,No,21,5149-TGWDZ
0,Yes,No,60,7471-WNSUF
0,No,No,12,8942-DBMHZ
0,Yes,No,16,4301-VVZKA
0,Yes,No,63,9199-PWQVC
1,No,No,22,4824-GUCBY
0,Yes,Yes,32,5393-HJZSM
1,No,No,3,7074-IEVOJ
0,No,No,13,9625-QSTYE
0,Yes,Yes,68,0862-PRCBS
0,Yes,Yes,30,8812-ZRHFP
0,No,No,16,5146-CBVOE
0,No,No,33,0454-OKRCT
0,Yes,No,72,5787-KXGIY
1,No,No,4,4750-ZRXIU
0,No,No,12,4198-VFOEA
1,Yes,No,4,6630-UJZMY
0,Yes,Yes,0,5709-LVOEQ
0,No,No,6,6400-BWQKW
0,Yes,No,65,2692-AQCPF
0,No,No,15,0347-UBKUZ
0,No,Yes,24,0835-DUUIQ
0,No,Yes,13,0811-GSDTP
0,No,No,24,7567-ECMCM
0,Yes,No,72,6115-ZTBFQ
0,Yes,Yes,54,6353-BRMMA
0,No,No,3,6680-WKXRZ
0,Yes,Yes,4,6231-WFGFH
1,Yes,Yes,32,9904-EHEVJ
1,No,No,35,7028-DVOIQ
0,Yes,Yes,35,6169-PPETC
1,No,No,2,4208-UFFGW
0,No,No,8,8584-KMVXD
0,No,No,22,8467-WYNSR
0,No,No,15,0851-DFJKB
0,No,No,22,5382-SOYZL
0,Yes,No,1,9448-REEVD
0,Yes,Yes,71,3261-CQXOL
0,No,No,4,8388-FYNPZ
0,No,No,25,4002-BQWPQ
0,Yes,Yes,32,5651-YLPRD
1,Yes,No,7,2826-DXLQO
0,No,No,17,4378-BZYFP
1,Yes,No,8,9489-UTFKA
1,No,No,56,4849-PYRLQ
0,No,No,1,9117-SHLZX
1,No,No,8,9889-TMAHG
0,No,No,7,4541-RMRLG
0,No,Yes,3,7764-BDPEE
0,No,No,71,3429-IFLEM
0,No,No,2,3158-MOERK
0,No,No,1,7294-TMAOP
0,Yes,No,49,5002-GCQFH
0,No,No,58,0556-FJEGU
1,Yes,No,44,8919-FYFQZ
0,Yes,Yes,59,0604-THJFP
0,No,No,71,2834-JRTUA
0,No,No,1,5875-YPQFJ
0,No,No,11,5879-SESNB
1,Yes,No,62,6646-QVXLR
0,Yes,Yes,35,6461-PPAXN
0,No,No,20,3318-ISQFQ
0,Yes,Yes,40,1106-HRLKZ
0,No,No,39,2483-XSSMZ
0,No,No,1,8603-IJWDN
0,Yes,Yes,72,8165-ZJRNM
1,Yes,No,33,9369-XFEHK
0,No,No,12,2604-XVDAM
0,No,No,1,3717-OFRTN
0,No,Yes,27,9046-JBFWA
0,Yes,Yes,34,3280-NMUVX
0,Yes,No,56,1206-EHBDD
0,No,No,58,8361-LBRDI
0,Yes,Yes,22,4883-KCPZJ
0,Yes,Yes,10,9108-EQPNQ
0,No,No,13,7277-KAMWT
0,No,No,35,3842-IYKUE
0,No,No,34,6641-XRPSU
1,No,No,4,1374-DMZUI
0,Yes,No,72,2545-LXYVJ
0,No,No,2,3234-VKACU
0,No,No,7,8357-EQXFO
1,Yes,No,27,1989-PRJHP
0,Yes,Yes,4,8120-JDCAM
0,No,No,37,8917-FAEMR
0,No,No,21,7047-YXDMZ
1,Yes,No,53,2858-EIMXH
0,No,No,18,9524-EGPJC
0,No,No,2,6993-OHLXR
0,Yes,Yes,32,8818-XYFCQ
1,Yes,No,23,6419-ZTTLE
0,No,No,3,0929-HYQEW
0,Yes,Yes,71,6614-YOLAC
0,No,No,9,7426-RHZGU
0,No,No,1,4065-JJAVA
0,Yes,Yes,18,4695-VADHF
0,Yes,Yes,12,3863-IUBJR
0,Yes,No,71,7649-SIJJF
0,No,No,64,9361-YNQWJ
0,No,No,4,3748-FVMZZ
0,No,No,23,9391-TTOYH
0,Yes,Yes,39,1452-XRSJV
0,Yes,No,28,3422-WJOYD
1,No,No,5,8242-SOQUO
1,Yes,No,45,7460-ITWWP
0,No,No,37,7147-AYBAA
1,Yes,No,60,7868-TMWMZ
1,No,No,8,4822-RVYBB
0,No,No,47,6732-FZUGP
0,Yes,Yes,26,8436-BJUMM
1,Yes,Yes,3,4184-TJFAN
0,Yes,Yes,50,8329-GWVPJ
0,Yes,Yes,27,1352-VHKAJ
1,No,No,8,4145-UQXUQ
0,Yes,No,62,2632-TACXW
0,Yes,No,71,8146-QQKZH
0,No,No,66,1767-CJKBA
0,Yes,Yes,68,6445-TNRXS
0,No,No,13,4581-LNWUM
0,Yes,No,56,4869-EPIUS
0,Yes,No,38,9948-YPTDG
1,No,No,14,1236-WFCDV
0,No,Yes,16,1915-OAKWD
0,Yes,Yes,14,7296-PIXQY
0,Yes,Yes,32,4883-QICIH
0,No,No,8,3354-OADJP
0,Yes,Yes,43,3524-WQDSG
0,No,No,52,0810-DHDBD
0,No,No,3,4026-SKKHW
0,No,No,29,2829-HYVZP
0,No,No,1,8329-IBCTI
1,No,No,12,1271-SJBGZ
0,Yes,Yes,16,3845-JHAMY
0,No,No,40,7013-PSXHK
0,No,No,5,5669-SRAIP
0,Yes,No,40,5981-ITEMU
0,No,No,36,3486-NPGST
0,No,No,5,6941-PMGEP
0,No,No,10,1624-WOIWJ
0,Yes,Yes,2,2074-GKOWZ
0,No,No,23,0376-YMCJC
0,Yes,Yes,26,6100-FJZDG
1,Yes,No,72,4829-ZLJTK
0,Yes,No,34,1730-VFMWO
0,No,No,10,7143-BQIBA
0,No,No,14,3800-LYTRK
0,No,No,23,0634-SZPQA
0,Yes,No,47,9646-NMHXE
0,Yes,No,24,7030-NJVDP
0,Yes,No,49,5536-RTPWK
1,No,No,20,8883-GRDWQ
0,No,No,2,6166-ILMNY
0,No,No,2,3097-NNSPB
0,No,No,22,7771-ZONAT
0,No,No,7,0655-RBDUG
0,No,No,1,2111-DWYHN
0,Yes,Yes,59,4194-WHFCB
0,Yes,Yes,58,4121-AGSIN
0,No,No,41,4361-BKAXE
1,No,No,59,9845-PEEKO
0,Yes,Yes,3,0455-XFASS
0,No,No,32,0301-KOBTQ
1,Yes,No,46,1751-NCDLI
0,Yes,Yes,0,4367-NUYAO
0,No,No,2,9878-TNQGW
0,Yes,Yes,52,9170-ARBTB
1,No,No,13,4441-NIHPT
1,No,No,11,8999-BOHSE
0,No,No,32,7241-AJHFS
1,Yes,No,17,7029-RPUAV
0,No,No,16,4546-FOKWR
0,No,No,51,9036-CSKBW
0,No,No,29,5832-TRLPB
0,Yes,No,70,8590-YFFQO
0,Yes,Yes,71,8659-IOOPU
0,Yes,Yes,41,1338-CECEE
0,No,No,1,7439-DKZTW
0,Yes,No,7,4646-QZXTF
0,Yes,Yes,25,4607-CHPCA
0,Yes,Yes,67,9742-XOKTS
0,Yes,Yes,5,6921-OZMFH
0,No,Yes,15,9578-FOMUK
0,Yes,Yes,20,4712-UYOOI
0,Yes,Yes,3,8824-RWFXJ
0,Yes,Yes,54,7722-CVFXN
0,No,No,42,8717-VCTXJ
0,Yes,No,9,7363-QTBIW
0,No,No,63,4159-NAAIX
0,Yes,No,69,0971-QIFJK
0,No,No,69,9397-TZSHA
0,Yes,No,40,3391-JSQEW
0,No,No,60,0343-QLUZP
0,No,No,4,9763-PDTKK
1,No,No,71,2176-LVPNX
0,Yes,No,37,7627-JKIAZ
0,Yes,No,32,3312-UUMZW
0,No,No,39,1271-UODNO
0,No,No,38,8461-EFQYM
0,No,No,52,6900-RBKER
0,Yes,Yes,48,6891-JPYFF
0,Yes,Yes,70,1459-QNFQT
0,No,No,20,1047-NNCBF
0,No,No,50,3696-XRIEN
0,No,No,19,4081-DYXAV
0,Yes,Yes,25,0074-HDKDG
0,No,No,12,8791-GFXLZ
1,Yes,No,39,8111-SLLHI
0,No,No,7,0927-LCSMG
0,Yes,Yes,23,9330-DHBFL
0,No,No,27,0098-BOWSO
1,No,No,47,3452-ABWRL
0,Yes,Yes,26,5859-HZYLF
0,Yes,No,14,8257-RZAHR
1,Yes,No,11,5293-WXJAK
0,No,Yes,2,3156-QLHBO
0,Yes,Yes,26,2208-NQBCT
1,Yes,No,72,1779-PWPMG
0,Yes,Yes,63,6621-NRZAK
0,Yes,Yes,71,0831-JNISG
0,Yes,Yes,11,0774-IFUVM
1,Yes,No,14,3082-WQRVY
0,No,Yes,13,9553-DLCLU
0,No,Yes,6,1641-BYBTK
1,Yes,Yes,11,2460-NGXBJ
0,Yes,No,18,2446-ZKVAF
0,No,No,1,0841-NULXI
0,Yes,No,32,3522-CDKHF
0,No,No,29,1430-SFQSA
0,No,No,3,0411-EZJZE
0,No,No,2,7851-WZEKY
0,Yes,Yes,13,8844-TONUD
0,No,No,41,8807-ARQET
0,No,No,1,8992-CEUEN
0,No,No,7,4320-QMLLA
0,Yes,No,52,8777-PVYGU
0,Yes,Yes,45,8292-ITGYJ
0,Yes,No,70,6870-ZWMNX
0,No,No,53,0621-CXBKL
1,Yes,No,62,5268-DSMNQ
0,Yes,No,60,5334-JLAXU
1,Yes,No,3,4086-YQSNZ
1,Yes,No,23,6242-MBHPK
0,No,Yes,1,5868-CZJDR
0,No,No,67,9359-UGBTK
0,No,No,12,0135-NMXAP
1,Yes,No,71,4782-OSFXZ
0,No,No,25,6479-OAUSD
0,No,No,5,7129-ACFOG
0,No,No,26,4189-NAKJS
0,Yes,Yes,1,5562-BETPV
1,No,No,70,1282-IHQAC
0,Yes,Yes,72,9127-FHJBZ
0,Yes,No,60,6270-OMFIW
1,Yes,Yes,32,1641-RQDAY
0,No,No,1,0107-WESLM
0,No,No,14,6994-ORCWG
0,No,No,13,1346-UFHAX
0,No,No,6,3992-YWPKO
0,No,No,46,2933-XEUJM
0,No,No,15,0125-LZQXK
1,Yes,No,43,5461-QKNTN
0,No,No,39,4835-YSJMR
1,No,No,21,8399-YNDCH
0,No,No,57,3164-YAXFY
0,Yes,No,53,0887-WBJVH
0,Yes,Yes,18,4660-IRIBM
0,No,No,1,5673-FSSMF
0,Yes,No,58,7670-ZBPOQ
1,No,No,71,8089-UZWLX
0,No,No,35,0080-OROZO
0,No,No,3,3916-NRPAP
0,No,No,38,6807-SIWJI
0,Yes,Yes,35,8221-HVAYI
0,No,No,7,1579-KLYDT
0,No,No,47,5232-NXPAY
0,No,No,14,8967-SZQAS
1,Yes,No,20,4468-KAZHE
0,Yes,No,66,0455-ENTCR
0,Yes,No,15,8944-AILEF
0,No,No,42,5542-NKVRU
0,Yes,No,17,7126-RBHSD
0,No,No,37,5370-IIVVL
0,No,No,12,6789-HJBWG
0,Yes,No,53,3927-NLNRY
0,No,No,60,9087-EYCPR
0,Yes,Yes,18,6791-YBNAK
0,No,No,1,6358-LYNGM
0,No,No,3,6077-BDPXA
0,No,Yes,9,0013-MHZWF
0,No,No,1,5494-HECPR
0,Yes,No,56,8268-YDIXR
0,Yes,Yes,17,9824-BEMCV
0,Yes,Yes,11,1373-ORVIZ
0,No,No,7,4291-SHSBH
0,Yes,Yes,69,6980-IMXXE
0,No,No,19,9866-QEVEE
0,Yes,Yes,3,9897-KXHCM
0,Yes,Yes,54,0040-HALCW
0,Yes,No,62,0784-GTUUK
0,No,No,24,7979-CORPM
0,Yes,Yes,62,2294-DMMUS
0,No,No,17,0872-JCPIB
0,No,No,9,3055-MJDSB
0,Yes,Yes,64,9091-WTUUY
0,No,No,2,1618-CFHME
0,Yes,Yes,1,3165-HDOEW
0,Yes,No,16,6581-NQCBA
0,Yes,No,72,7115-IRDHS
0,No,No,30,8496-DMZUK
0,Yes,No,49,2040-VZIKE
0,Yes,No,61,9068-VPWQQ
0,Yes,Yes,47,0178-SZBHO
0,No,No,20,0384-RVBPI
0,Yes,Yes,34,1689-MRZQR
0,Yes,Yes,70,1299-AURJA
0,No,Yes,54,4525-VZCZG
1,Yes,No,61,1543-LLLFT
0,No,No,3,5835-BEQEU
0,No,No,13,2788-CJQAQ
1,No,No,16,5565-FILXA
0,Yes,Yes,3,0319-QZTCO
0,No,No,25,2120-SMPEX
0,No,No,30,0096-FCPUF
0,Yes,No,21,0668-OGMHD
0,No,No,1,5552-ZNFSJ
0,No,No,15,2223-KAGMX
1,Yes,No,23,6507-ZJSUR
0,Yes,Yes,45,9408-HRXRK
0,Yes,Yes,24,5593-SUAOO
0,No,No,11,7321-PKUYW
0,No,No,1,2833-SLKDQ
0,Yes,No,56,6766-HFKLA
0,No,No,1,7595-EUIVN
0,No,No,1,7617-EYGLW
0,No,No,7,2026-TGDHM
1,Yes,No,55,9220-ZNKJI
0,No,No,2,4030-VPZBD
0,Yes,Yes,72,2226-ICFDO
1,No,No,45,0723-VSOBE
0,No,No,47,5529-GIBVH
1,No,No,46,4187-CINZD
0,No,No,2,9992-UJOEL
0,Yes,No,2,4741-WWJQZ
0,Yes,No,12,6625-UTXEW
1,Yes,No,68,6818-WOBHJ
0,Yes,Yes,69,6244-BESBM
1,No,Yes,56,1004-NOZNR
1,No,No,4,1251-STYSZ
0,Yes,No,64,2612-PHGOX
0,Yes,No,59,2408-TZMJL
0,Yes,Yes,62,8480-PPONV
0,Yes,Yes,63,8780-IHCRN
0,No,No,53,4598-ZADCK
0,Yes,Yes,5,1257-SXUXQ
1,Yes,No,49,9681-KYGYB
0,Yes,Yes,62,7182-OVLBJ
0,Yes,No,55,5095-ETBRJ
1,Yes,No,71,7005-CYUIL
0,Yes,Yes,72,4821-WQOYN
0,Yes,Yes,36,4730-AWNAU
0,Yes,No,25,3452-FLHYD
1,Yes,No,72,2388-LAESQ
0,No,No,36,9531-NSBMR
0,No,No,1,6260-ONULR
0,Yes,No,72,4389-UEFCZ
0,Yes,Yes,59,8711-LOBKY
1,Yes,No,7,9134-CEQMF
0,No,No,1,8985-OOPOS
0,Yes,Yes,30,8800-ZKRFW
0,No,No,64,2616-FLVQC
0,No,No,63,9968-FFVVH
1,Yes,No,72,3108-PCCGG
0,Yes,No,8,7993-PYKOF
0,No,No,62,8390-FESFV
0,Yes,Yes,67,3022-BEXHZ
0,No,No,6,5027-XWQHA
0,Yes,Yes,70,6248-TKCQV
1,No,No,20,6729-GDNGC
0,No,No,5,6198-ZFIOJ
0,Yes,Yes,24,5989-OMNJE
0,Yes,No,11,4566-QVRRW
0,Yes,No,72,1291-CUOCY
0,Yes,Yes,66,9795-SHUHB
0,Yes,Yes,45,3230-IUALN
0,Yes,Yes,69,0042-RLHYP
1,Yes,No,15,8519-IMDHU
0,No,No,28,4945-RVMTE
0,No,No,70,0201-OAMXR
0,No,No,36,1866-NXPSP
1,No,No,16,3372-KWFBM
0,No,No,18,7831-QGOXH
0,Yes,No,34,6393-WRYZE
0,Yes,Yes,42,3941-XTSKM
0,No,No,48,1661-CZBAU
0,Yes,No,47,6599-RCLCJ
0,Yes,Yes,39,9831-BPFRI
0,Yes,Yes,11,5158-RIVOP
0,No,No,7,9788-YTFGE
0,No,No,3,9277-JOOMO
0,No,No,8,1907-YLNYW
0,No,Yes,1,1725-MIMXW
0,Yes,Yes,32,8947-YRTDV
0,Yes,Yes,60,3161-ONRWK
0,Yes,No,10,0114-RSRRW
0,Yes,No,71,4565-NLZBV
0,Yes,Yes,4,0031-PVLZI
1,No,No,1,7206-GZCDC
0,Yes,Yes,43,6682-VCIXC
0,Yes,No,59,4791-QRGMF
0,Yes,No,23,6475-VHUIZ
0,Yes,No,72,3910-MRQOY
0,Yes,No,22,0661-WCQNQ
0,No,No,1,7537-RBWEA
0,No,No,69,4656-CAURT
0,No,No,50,0121-SNYRK
1,No,No,1,1768-ZAIFU
0,No,No,2,4671-LXRDQ
0,Yes,No,15,3733-LSYCE
0,No,No,31,6265-FRMTQ
0,No,No,1,1934-SJVJK
0,Yes,No,66,3838-OZURD
0,Yes,Yes,0,1371-DWPAZ
0,No,Yes,3,9269-CQOOL
0,No,No,8,2017-CCBLH
0,Yes,Yes,64,7690-KPNCU
0,Yes,No,28,0536-BGFMZ
0,Yes,No,57,2293-IJWPS
0,Yes,Yes,14,2845-HSJCY
0,No,No,19,5469-NUJUR
0,Yes,No,10,1184-PJVDB
0,Yes,No,51,2625-TRCZQ
0,Yes,No,67,4102-HLENU
0,Yes,Yes,11,7266-GSSJX
0,Yes,Yes,72,7722-VJRQD
0,Yes,Yes,66,7073-QETQY
0,No,No,18,9415-DPEWS
0,No,No,9,5624-RYAMH
0,No,No,9,0196-JTUQI
0,Yes,No,48,7130-YXBRO
0,No,No,10,9272-LSVYH
0,No,No,9,7943-RQCHR
1,No,No,13,3793-MMFUH
0,No,No,4,3249-ZPQRG
0,No,No,4,2568-BRGYX
0,Yes,No,72,3084-DOWLE
0,Yes,Yes,51,1084-MNSMJ
0,Yes,No,59,7721-JXEAW
0,Yes,No,10,7249-WBIYX
1,Yes,No,61,4238-HFHSN
0,No,No,54,6250-CGGUN
0,No,No,33,5478-JJVZK
0,No,No,27,7596-IIWYC
1,No,No,1,6567-HOOPW
0,No,No,23,9793-WECQC
0,No,Yes,1,4291-HPAXL
0,Yes,Yes,45,8999-YPYBV
0,Yes,Yes,39,1839-FBNFR
0,No,No,5,3164-AALRN
0,Yes,Yes,72,3071-MVJCD
0,Yes,Yes,58,1697-BCSHV
0,No,No,70,0562-KBDVM
0,Yes,Yes,61,1131-SUEKT
0,No,No,2,3717-OEAUQ
0,Yes,Yes,46,4538-WNTMJ
0,No,No,1,3334-CTHOL
0,Yes,No,22,4704-ERYFC
0,No,No,48,9432-RUVSL
0,No,No,64,8060-HIWJJ
0,Yes,Yes,72,7684-XSZIY
0,Yes,Yes,12,9089-UOWJG
1,Yes,No,34,8621-MNIHH
0,Yes,Yes,72,8039-ACLPL
0,Yes,No,29,9885-AIBVB
0,Yes,Yes,33,1934-MKPXS
0,No,No,1,2592-YKDIF
0,Yes,Yes,62,2272-JKMSI
0,Yes,No,41,0471-LVHGK
0,No,No,64,9518-RWHZL
0,No,No,4,8714-CTZJW
0,No,No,24,3569-EDBPQ
0,Yes,Yes,14,3131-NWVFJ
0,No,Yes,3,7521-YXVZY
1,No,No,4,5419-CONWX
0,No,Yes,18,6240-EURKS
0,No,No,8,2373-NTKOD
0,No,No,35,1970-KKFWL
0,No,No,1,6960-HVYXR
0,No,Yes,66,9337-SRRNI
0,No,Yes,8,0895-UADGO
0,Yes,No,71,5678-VFNEQ
0,Yes,Yes,43,5977-CKHON
1,No,No,2,7024-OHCCK
1,No,No,29,2692-BUCFV
0,Yes,No,15,7861-UVUFT
0,Yes,Yes,65,1830-GGFNM
0,No,No,35,5302-BDJNT
0,No,No,64,5223-UZAVK
0,Yes,Yes,58,4859-ZSRDZ
1,No,No,18,5651-WYIPH
0,Yes,Yes,67,9350-VLHMB
0,Yes,Yes,63,3498-LZGQZ
0,Yes,No,60,8785-CJSHH
1,No,No,9,5357-TZHPP
0,Yes,Yes,70,3870-SPZSI
0,Yes,No,15,0680-DFNNY
0,No,Yes,48,7560-QRBXH
0,Yes,No,12,7077-XJMET
1,Yes,No,71,8752-GHJFU
1,No,No,44,6896-SRVYQ
0,No,No,1,7767-UXAGJ
0,Yes,Yes,45,4652-ODEVH
0,No,No,23,6510-UPNKS
0,Yes,No,43,6718-BDGHG
0,No,No,35,9046-DQMTP
0,Yes,No,9,6439-LAJXL
0,No,No,12,1571-SAVHK
1,Yes,No,65,9052-VKDUW
0,No,No,2,9546-CQJSU
0,No,No,27,1666-JZPZT
0,No,No,40,5777-KJIRB
1,No,No,5,0506-LVNGN
0,Yes,Yes,8,7677-SJJJK
1,Yes,No,58,2480-EJWYP
0,Yes,Yes,52,3253-HKOKL
0,Yes,No,3,7055-HNEOJ
0,No,Yes,41,5514-YQENT
0,No,No,20,3211-AAPKX
0,No,Yes,1,8445-DNBAE
0,No,Yes,4,2951-QOQTK
0,No,No,23,2958-NHPPS
1,No,No,6,6806-YDEUL
0,Yes,Yes,8,1735-XMJVH
0,No,No,18,6890-PFRQX
1,No,No,52,0222-CNVPT
0,No,No,31,5899-OUVKV
0,Yes,Yes,29,8681-ICONS
0,Yes,No,36,1621-YNCJH
0,Yes,No,16,3473-XIIIT
0,Yes,No,42,6362-QHAFM
0,No,No,1,7893-IXHRQ
0,No,No,60,3070-BDOQC
0,No,No,5,2952-QAYZF
0,Yes,No,22,6234-PFPXL
0,Yes,No,36,9824-QCJPK
0,No,No,4,4763-PGDPO
0,No,No,9,4283-IVYCI
0,Yes,Yes,1,1866-OBPNR
0,Yes,Yes,12,8205-MQUGY
0,No,No,23,8970-ANWXO
0,No,No,62,9480-BQJEI
0,No,No,37,5394-SVGJV
0,No,No,8,6979-TNDEU
0,Yes,No,31,9777-WJJPR
0,Yes,Yes,13,9283-LZQOH
0,No,No,24,7079-QRCBC
0,Yes,Yes,45,9495-SKLKD
1,Yes,No,69,6048-UWKAL
0,No,No,2,5067-DGXLL
0,Yes,Yes,61,5469-CTCWN
0,No,No,41,9851-QXEEQ
0,No,No,44,6281-FKEWS
0,No,No,39,8898-KASCD
0,Yes,Yes,72,9242-TKFSV
1,No,No,13,9290-SHCMB
0,Yes,Yes,51,0743-HNPFG
1,Yes,No,71,2277-BKJKN
1,No,No,22,9809-IMGCQ
0,No,No,2,5208-HFSBT
0,No,No,56,5035-PGZXH
0,No,No,1,8695-WDYEA
0,Yes,Yes,23,6543-JXSOO
1,Yes,No,66,8016-ZMGMO
0,No,No,1,8605-ITULD
1,No,No,19,3254-YRILK
0,No,No,11,6416-YJTTB
0,Yes,Yes,8,2667-WYLWJ
0,Yes,Yes,52,4472-VESGY
0,No,No,3,3195-TQDZX
